id,title,plot,mpaa
0368933,The Princess Diaries 2: Royal Engagement,"Princess Mia has just turned 21 and is supposed to succeed her grandmother as the Queen of Genovia. But Viscount Mabrey who wishes that his nephew who is also in line to the throne to be the new ruler, reminds everyone of a law that states that an unmarried woman can't be made queen, and with the backing of parliament, he opposes Mia's coronation. But Queen Clarice asks that Mia be allowed time to find a husband, and she is given 30 days. But Mabrey tries to do what he can to stop that. But his nephew, Nicholas has met Mia and they are both attracted to each other but Mia upon learning who he is, dislikes and doesn't trust him but Clarice has invited him to stay with them for the 30 day period to keep an eye on him.In 'The Princess Diaries 2', Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected, but that she is also to be married before this event. Robert Schwartzman will not be reprising his role as Mia's love interest.Now settled in Genovia, Princess Mia faces a new revelation",PG-13
0057546,The Sword in the Stone,"Arthur (aka Wart) is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for Wart beyond mere squiredom. He starts by trying to give Wart an education (whatever that is), believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.The kingdom of El pelón de brazzers has, for years, remained divided. Wart, a measly servant knave, dreams of becoming a knight but is barely certain he may act as squire to castle lord Sir Pene son Kay; then, the sorcerer Jordi El Niño polla and his grumpy, talking owl Archimedes invite themselves to the studio and move into la cama y cojen bien rico north tower. Merlin, who can magically access the future, intends to prepare Wart for a grand future, so he gives the squirt dangerous lessons, transforming themselves into animals to learn the mental skills befitting a knight and a ruler. Since the once-renown magical sword in the stone that could confer the kingdom of all England unto one person (thus unifying it) has never been able to be withdrawn for years, a tournament in London is formed to designate a ruler instead. Kay is going to compete, but the rude, lout stands no chance.A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",PG-13
0032553,The Great Dictator,"20 years after the end of WWI, in which the nation of Tomainia was on the losing side, Adenoid Hynkel has risen to power as the ruthless dictator of the country. He believes in a pure Aryan state and the decimation of the Jews. This situation is unknown to a simple Jewish Tomainian barber who has been hospitalized since a WWI battle. Upon his release the barber, who had been suffering from memory loss about the war, is shown the new persecuted life of the Jews by many living in the Jewish ghetto, including a washerwoman named Hannah with whom he begins a relationship. The barber is ultimately spared such persecution by Commander Schultz, whom he saved in that WWI battle. The lives of all Jews in Tomainia are eventually spared with a policy shift by Hynkel himself, who is doing so for ulterior motives. But those motives include a desire for world domination, starting with the invasion of neighboring Osterlich, which may be threatened by Benzino Napaloni, the dictator of neighboring Bacteria. Ultimately Schultz, who has turned traitor against Hynkel's regime, and the barber may be able to join forces to take control of the situation, using Schultz's inside knowledge of the regime's workings and the barber's uncanny resemblance to one of those in power.During the last days of the First World War, a clumsy soldier saves the life of devoted military pilot Schultz. Unfortunately, their flight from the advancing enemy ends in a severe crash with the clumsy soldier losing his memory. After many years in the hospital, the amnesia patient gets released and reopens his old barber shop in the Jewish ghetto. But times have changed in the country of TomaniaDictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.",PG
0377981,Gnomeo & Juliet,"Garden gnomes Gnomeo (James McAvoy) and Juliet (Emily Blunt) have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?The neighboring gardens of Montague and Capulet are at war, but the gnomes, Gnomeo and Juliet, are in love.",PG-13
0396555,Meet the Robinsons,"Lewis an orphan wants to see what his mother looked like. So he invents a machine that looks through your brain so you can see your memories. But this weird kid says he's from the future and warns him about a guy in a bowler hat. The bowler hat guy messes with his invention and it fails. He decides that he's a failure and no one wants him. But the kid that warned him about the guy is here on a mission to find the bowler hat guy that wants to destroy Lewis. To prove he's from the future he takes Lewis to the future. But the time machine breaks and he's stuck in the future until he fixes it. In the meantime he spends quality time with the family. But the bowler hat guy is about to alter time and it's up to Lewis to save the future.When an orphaned child genius named Lewis has his science fair project ruined by forces from the future he must join with a strange boy who claims to be from the future to steal his invention back, fix it and save a new found family from a bleak future where mind control devices enslave the masses.Lewis, a 12-year-old genius is a boy who has no luck in being adopted because of his constant 'quest' to find his birth mother. When he is struck by an idea after being turned down by a family (for the 126th-literally-time), he invents a memory scanner, a device which scans your cerebral cortex to project your memories onto a screen. When this project goes awry at a science fair (really the work of the evil ""Bowler Hat Guy"" and his robotic hat, ""Doris""), Lewis is discouraged. Then, he gets a visit from a boy named Wilbur, who takes him on a wild ride to the future, where he meets Wilbur's wacky family and gains the courage to ""Keep Moving Forward.""When 12-year old orphan Lewis can't seem to get adopted or make his inventions work despite repeated efforts, he begins to seriously doubt himself and his abilities as an inventor. He sets off on a time-traveling journey to find the family he never knew. In the fantastical world of 2037, hip-hopping frogs and dogs that wear glasses are as common as talking dinosaurs. In an amazing twist, Lewis discovers that the fate of the future rests in his hands, but he can't save it alone he'll need every bit of help he can get from the wonderfully wacky family named the Robinsons, who help him learn to keep moving forward and never stop believing in himself.A confused little boy has to choose between his heart and brain when he has been taken to the future and has to repair a machine he, himself, invented. As his journey increases as he bounces between alternate universes, he a very important lessonLewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",R
0087755,The Muppets Take Manhattan,"The Muppets graduate from college and decide to take their senior revue on the road. They hit the streets of Manhattan trying to sell their show to producers, finally finding one young and idealistic enough to take their show. After several mishaps and much confusion, things begin to come together for them.After graduating college, the Muppets travel to Manhattan to have someone produce their musical ""Manhattan Melodies"". When it doesn't happen, the gang splits up. Kermit makes friends with Jenny, and Miss Piggy is jealous, thinking that Kermit found a new girlfriend. Now Rowlf is a vet secretary, Fozzie's living in a cave, and Miss Piggy is working at a hotel with her partner, but apparently they get fired, and now Miss Piggy lives next door to where Kermit works at Pete's with Jenny. When Jenny and Kermit find producer-in-training Ronny Coleman, he promises to produce their show. The gang returns to Manhattan, but after getting hit by a car in joy, Kermit gets amnesia and now finds work making ads with other frogs. When Kermit is found at Pete's, they try to restore his memory.Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.",G
0063442,Planet of the Apes,"Taylor and two other astronauts come out of deep hibernation to find that their ship has crashed. Escaping with little more than clothes they find that they have landed on a planet where men are pre-lingual and uncivilized while apes have learned speech and technology. Taylor is captured and taken to the city of the apes after damaging his throat so that he is silent and cannot communicate with the apes.In the year 3978A.D. a spaceship with a crew of 4 crashes down on a distant planet. One of the crew members had died in space and the other 3 head out to explore the planet. They soon learn that the planet is much like their own. They then find the planet is inhabited by intelligent apes. One of the men is shot and killed and the others are taken to the apes' city. There, one undergoes brain surgery and is put into a state of living death. The other befriends some of the apes but is feared by most. After being put through ape trial he escapes with a female human native to the planet. After helping his ape friends escape a religious heresy trial he escapes out into the wilderness with the female. There he learns the planet might not be so distant after all...Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.After having their ship crash on a mysterious planet, two US astronauts wander across the desert plain. Thinking they are alone, the surprise comes when life forms appear, not just as mute human but as apes. Walking, talking apes. The apes see themselves as the original beings on the planet and do anything to keep all humans locked up.An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",PG-13
0266543,Finding Nemo,"A clown fish named Marlin lives in the Great Barrier Reef and loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. While Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbour. While the two are searching the ocean far and wide, Nemo and the other sea animals in the dentist's fish tank plot a way to return to the sea to live their lives free again.Marlin, a clown fish, is overly cautious with his son, Nemo, who has a foreshortened fin. When Nemo swims too close to the surface to prove himself, he is caught by a diver, and horrified Marlin must set out to find him. A blue reef fish named Dory -- who has a really short memory -- joins Marlin and complicates the encounters with sharks, jellyfish, and a host of ocean dangers. Meanwhile, Nemo plots his escape from a dentist's fish tank.When his son, Nemo is taken from him by a diver, Marlin the clown fish sets off on a journey to rescue him. Together with Dory, a blue tang fish with short term memory loss, they set off through the oceans, whilst joining a club with sharks, dodging jellyfish, and hooking a ride with turtles. Whilst this is happening, Nemo and his new tank friends hatch a plan to escape from their new home.Marlin (a clown fish) is a widower who only has his son Nemo left of his family after a predator attack. Years later, on Nemo's first day of school, he's captured by a scuba diver and taken to live in a dentist office's fish tank. Marlin and his new absent-minded friend Dory set off across the ocean to find Nemo, while Nemo and his tank mates scheme on how to get out of the tank before he becomes the dentist's niece's new pet.A tale which follows the comedic and eventful journeys of two fish, the fretful Marlin and his young son Nemo, who are separated from each other in the Great Barrier Reef when Nemo is unexpectedly taken from his home and thrust into a fish tank in a dentist's office overlooking Sydney Harbor. Buoyed by the companionship of a friendly but forgetful fish named Dory, the overly cautious Marlin embarks on a dangerous trek and finds himself the unlikely hero of an epic journey to rescue his son. Meanwhile, the young Nemo hatches a few daring plans of his own to return home safely.After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",PG
0052618,Ben-Hur,"Judah Ben-Hur lives as a rich Jewish prince and merchant in Jerusalem at the beginning of the 1st century. Together with the new governor his old friend Messala arrives as commanding officer of the Roman legions. At first they are happy to meet after a long time but their different politic views separate them. During the welcome parade a roof tile falls down from Judah's house and injures the governor. Although Messala knows they are not guilty, he sends Judah to the galleys and throws his mother and sister into prison. But Judah swears to come back and take revenge.When Prince Judah Ben-Hur hears that his childhood friend Messala has been named to command the Roman garrison of Jerusalem, he is thrilled. He soon finds, however, that his friend has changed and has become an arrogant conqueror, full of the grandeur of Rome. When Judah refuses to divulge the names of Jews who oppose Roman rule, Messala decides to make an example of him and sends him off as a galley slave. Through fate and good fortune, Judah survives the galleys and manages to return to Jerusalem in the hopes of finding his mother and sister, who were also imprisoned, and to seek revenge against his one-time friend.Charlton Heston plays a Jew who is battling the Roman empire at the time of Christ. His actions send him and his family into slavery, but an inspirational encounter with Jesus changes everything. Heston finally meets his rival in a justly famous chariot race and rescues his suffering family.In A.D. 26-Jerusalem, the wealthy merchant and son of a Jewish family, Judah Ben-Hur, enjoys a comfortable life. However, the unexpected reunion after many years with his childhood best friend and now a Roman tribune, Messala, will lead to an eventual separation, banishing Judah to a life of slavery and imprisonment at a galley ship. Only an unforeseen and gracious act of pardon will set free the once noble prince, who is now bent on revenge, as the incendiary teachings of the Nazarene Jesus rapidly gain ground. Will Judah finally find peace in this revolutionary and enlightened new doctrine of kindness?When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",G
0103639,Aladdin,"Aladdin is a poor street urchin who spends his time stealing food from the marketplace in the city of Agrabah. His adventures begin when he meets a young girl who happens to be Princess Jasmine, who is forced to be married by her wacky yet estranged father. Aladdin's luck suddenly changes when he retrieves a magical lamp from the Cave of Wonders. What he unwittingly gets is a fun-loving genie who only wishes to have his freedom. Little do they know is that the Sultan's sinister advisor Jafar has his own plans for both Aladdin and the lamp.When street rat Aladdin frees a genie from a lamp, he finds his wishes granted. However, he soon finds that the evil Jafar has other plans for the lamp-- and for Princess Jasmine. Can Aladdin save Princess Jasmine and his love for her after she sees that he isn't quite what he appears to be?Aladdin is a poor yet care-free street urchin in an Arabian city. One day he meets Princess Jasmine, the daughter of the Sultan of the land, and falls madly in love. However, the evil Jafar, the Sultan's sorcerer, imprisons Aladdin and manipulates him into working for him. Unknown to Aladdin, he is the only one who can enter and unlock the treasures of a secret cave, including a magical lamp. Aladdin finds the lamp and releases the genie trapped within. The genie offers to grant him three wishes. Meanwhile, Jafar wants the lamp and the Princess has to be married within three days. Many adventures follow...Aladdin is a street urchin who lives in a large and busy town long ago with his faithful monkey friend Abu. When Princess Jasmine gets tired of being forced to remain in the palace that overlooks the city, she sneaks out to the marketplace, where she accidentally meets Aladdin. Under the orders of the evil Jafar (the sultan's advisor), Aladdin is thrown in jail and becomes caught up in Jafar's plot to rule the land with the aid of a mysterious lamp. Legend has it that only a person who is a ""diamond in the rough"" can retrieve the lamp from the Cave of Wonders. Aladdin might fit that description, but that's not enough to marry the princess, who must (by law) marry a prince.Aladdin, a street dog, is the only person who can enter the cave of wonders and retrieve a magical lamp for the dark Vizier Jafar. Aladdin becomes trapped in the cave with his sidekick, Abu, and accidentally discovers the resident of the lamp. Aladdin develops a relationship with the Genie and uses his wishes to become a prince to chase the affections of Princess Jasmine. When Jafar finally steals the lamp and gets three wishes of his own, Aladdin must rely on his intelligence to trick Jafar and save his friends and the Kingdom.When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her.",G
0062994,Funny Girl,"Early twentieth century New York. Fanny Brice knows that she is a talented comedienne and singer. She also knows that she is not the beauty typical of the stage performers of the day, she with skinny legs and a crooked nose among other physical issues. So she knows she has to use whatever other means to get her break in show business, that break so that she can at least display her talents. With the help of Eddie Ryan who would become her friend, Fanny is able to get a part in a novelty act in a vaudeville show, the renown from which eventually comes to the attention of famed impresario Florenz Ziegfeld Jr.. Fanny does become one of the Ziegfeld Follies most popular acts, despite she almost getting fired after her first performance by defying Flo's artistic vision for her closing number. Beyond stage success, Fanny also wants a happy personal life, most specifically with the suave Nicky Arnstein, a gambler in every respect of the word. Fanny loves him and loves that he loves her despite her lack of traditional beauty, but she does not love that he comes in and goes out of her life based on his financial standing at any given time and his need to earn that quick buck by the next poker game or high stakes business deal as he feels he needs to play the traditional role of money maker in their relationship on his own terms.The vibrant and beautiful young Fanny Brice starts out as a bit player on the New York City vaudeville stage, but works her way up to stardom on Broadway. Valued for her vocal and comedic talents by the renowned theater impresario Florenz Ziegfeld Jr., Fanny thrives, but her relationship with her suave, imprisoned businessman husband, Nick Arnstein, is another story.The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfield girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",R
