id,title,plot,mpaa
0109333,Bread & Roses,Summarises the early life of politician Sonja Davies. Sonja is a young independent socialist embarking on a career in nursing during World War 2.,PG-13
0109336,A Brilliant Disguise,"Michelle is one part sexual nymph, one part man-hating psycho, and one part 12-year-old child. When she catches the eye of Andy, it turns his life upside down and their relationship becomes the formula for passion, pleasure, and pain.",R
0109340,The Browning Version,"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British public school. After nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect.A student (Taplow, played by Ben Silverstone) completely changes the self-perception of his master (Andrew Crocker-Harris, played by Albert Finney) so that the master can accept his forced retirement from his academic establishment with his head held high.",R
0109348,Bullets Over Broadway,"1920s Broadway. Playwright David Shayne considers himself an artist, and surrounds himself with like minded people, most struggling financially as they create art for themselves, not the masses. David, however, believes the failure of his first two plays was because he gave up creative control to other people who didn't understand the material. As such, he wants to direct his just completed third play, ""God of Our Fathers"", insider scuttlebutt being that it may very well make David the toast of Broadway. With David having no directing history, David's regular producer, Julian Marx, can't find any investors,... until a single investor who will finance the entire production comes onto the scene. He is Nick Valenti, a big time mobster, with the catch being that his dimwitted girlfriend, non-actress Olive Neal, get the lead role. A hesitant David and Julian, who are able to talk Nick into them giving Olive one of the two female supporting roles instead, go along with the scheme hoping that the three other actors hired will be able to make up for any deficiencies posed by Olive. What makes Olive's situation worse for David is that Nick has placed a bodyguard named Cheech - a typical thug who kills if need be - on Olive, he a constant presence at the theater during rehearsals. David is unaware or mindfully ignorant of issues concerning the other actors. Helen Sinclair, who has the lead, is a diva of an actress, who hasn't had a hit in years. Regardless, she is slyly manipulating David to make the role more glamorous befitting her real life persona than the frigid character he has written. Gossip is that Warner Purcell, the only male among the cast, has a roller coaster of a weight problem. Currently on a low, Warner tends to eat and eat and eat when when he gets stressed. And Eden Brent, a happy-go-lucky actress, has a constant companion in her pet chihuahua, Mr. Woofulls, whose presence is a constant thorn in Helen's side. With one problem after another during rehearsals, one event seems to have the potential to turn the production around on a permanent upswing,... that is if David goes along with it, he resisting if only because it would mean that his artistic vision was wrong. Regardless, there is still the potential for something to go violently wrong with Nick solely looking out for Olive's interest, and Cheech a constant presence, he seeing and hearing everything that is happening.New York, 1928. David Shayne is a playwright and his last two movies have bombed. He has a new play and wants to direct it himself. However, he is unable to find a financier for his play until Nick Valenti comes along. Slight problem - Valenti is a mobster, and he now insists that his talentless girlfriend, Olive Neal, get the lead role. Things are about to get very complicated.Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.David Shayne, a neurotic playwright, has just found a way to have his play produced. Mob boss Nick Valenti has faith that the play will bring in big bucks. Nick is a little stubborn, and demands that his wannabe actress girlfriend, bimbo Olive have a large part, but Olive is a terrible actress and a conceited moron. Above all that, David is caught in an affair with lead actress Helen Sinclair and constantly at odds with the cast and crew. Soon he finds himself taking writing tips from Olive's bodyguard Cheech, who turns out to be a great writer himself. When the cast is introduced to Cheech's rewrite (thinking it's David's) David starts getting amazing compliments. Knowing whom the real writer is, David starts to question whether or not he is a true artist.In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",R
0109352,A Business Affair,"This is the story of the lovely Kate Swallow and the loves of her life. At the start she is with Alec Bolton, a noted author, who discourages her when she wants to write a novel. Later she is swept off her feet by Alecs publisher, Vanni Corso, and leaves Alec for Vanni. She writes another novel and Vanni tells her he doesn't think the book will sell. Both of their actions are an indication of their vanity and fear of losing her.",R
0109360,CIA II: Target Alexa,"Alexa is one of the best, but her handiwork is done for terrorists. When she is finally captured, it is up to CIA agent Graver to turn her against her latest employer who has diplomatic immunity. Graver is one of the best at the CIA, but since the chip has been stolen, he has to use Alexa to find it. Alexa is too tough to turn on her own, so Graver must find the key to unlock her conviction. While he is working on Alexa, his boss is working on Graver.",R
0109361,Cabin Boy,"Snobby school boy goes left and mistakes the ""Filthy Whore"" for his millionaire dad's yacht. He joins four filthy fishermen for hijinx on the high seas.A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.",PG-13
0109364,Caged Heat II: Stripped of Freedom,"King Lim is the oppressive ruler of a country on the verge of revolution. The CIA arranges a fake assassination to get him safely out of the country, but his daughter is captured in the ensuing melee and sent to The Rock, an island penitentiary known for its harshness. Agent Amanda commits a local crime in order to infiltrate the prison and rescue Princess Marga. Within, she predictably encounters official corruption, shifting allegiances, and a sleazy warden that make her task more challenging.A CIA agent attempts to save a captured princess and return her to her father.",R
0109368,Camilla,"Vincent and Freda Lopez are a young married Toronto couple who both indulge in the arts, Vince as an artist and Freda as a musician/composer. Their marriage is not as secure as it may seem on the surface as Vince sees Freda's music as purely a hobby, while she sees it as her vocation, despite feeling insecure about it. The two drive to Savannah, Georgia for a vacation, where they meet mother and son Camilla and Harold Cara, a former concert violinist and a B-movie producer respectively. There is an immediate bond between Camilla and Freda because of their music, and because of the unconditional support Camilla provides to Freda concerning her music that Vince will or cannot. Their bond is also despite the obvious exaggerated stories Camilla tells of her life. After Vince and Harold leave to work on a joint project and after Freda and Vince have an argument following about her musical career, Freda asks Camilla to drive back to Toronto with her to attend a concert of Brahms' violin concerto at the Winter Garden Theatre, which would mirror Camilla's own performance of the same piece at the same venue years earlier. Camila accepts. The women's journey is not only filled with adventure (especially after a mishap with Vince's car) but also one of coming to terms with their past and their future. Meanwhile, Vince and Harold come back to Savannah to find the two women gone. As Vince and Harold look for Freda and Camilla, each of the men eventually have to reconcile their own broken relationship with the woman in their respective life.",PG-13
0109369,Camp Nowhere,"Morris ""Mud"" Himmel has a problem. His parents desperately want to send him away to summer camp. He hates going to summer camp, and would do anything to get out of it. Talking to his friends, he realises that they are all facing the same sentence",PG
0109370,Canadian Bacon,"The US economy is in a rut, and so is the president's approval rating. What we need is a good war, but the Russians aren't interested. Hey -- how about that big polite country to the north? Niagara Falls Sheriff Bud B. Boomer takes this all a bit too seriously, though.The current President of the United States is facing unprecedented unpopularity for the sheer fact of the country being at peace, with the fifty or so years of the Cold War being over. One such example of his unpopularity stems from R.J. Hacker, head of weapons manufacturer Hacker Dynamics, arguably the largest single employer in the Niagara region, needing to lay off workers because the American military needs no weapons. With no jobs to be had, many of those former Hacker employees have resorted to committing suicide by jumping off the falls, with the local government creating makeshift jobs to deal with the suicide issue. Stu Smiley, the President's Head of Security, is able to convince the President and General Dick Panzer, the head of the Joint Chiefs of Staff, to concoct a second Cold War to increase his popularity. When none of their old Cold War enemies will cooperate, Smiley, with the clandestine knowledge of Hacker, devises a plan using the knowledge of a low level CIA agent who believes in absurd conspiracies to overthrow the government, that their Cold War target should be Canada. The President agrees to the plan only if there are no casualties in the process. In enacting the plan, Smiley, the President and Panzer do not foresee the problems of zealous and patriotic citizens, such as Niagara County sheriff Bud Boomer who sees Niagara as being the front line of defense against the Canadians, Bud's trigger-happy wife Honey, and their equally simple-minded friends, Kabral Jabar and ""Roy Boy"". They are also unaware that Hacker also has his own ideas to increase business, using something called the Hacker Hellstorm, which he sold to the Canadians as a weather tracking system but which the Canadians don't know has other uses.The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",PG
0109374,Captives,"A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",R
0109376,"Car 54, Where Are You?","Brash NYC policeman Officer Gunther Toody is partnered with stiff, by-the-book Officer Francis Muldoon to protect an important mafia witness prior to testifying against orgainzed crime in Brooklyn, all the while dealing with their personal lives, overbearing spouses, common criminals, arms dealers, and their officious boss Captain Anderson.",PG-13
0109383,Caroline at Midnight,"Victoria is a dealer in the most dangerous game. Playing conveniently into her hand is her husband and his partner, two of the dirtiest cops on the force. Gunning for her is a seductive lethal druglord. But in this game, Victoria's wildest card may be herself. She's falling in love with a reporter, who knows the secrets that could destroy them all.",R
0109400,Charlie's Ghost Story,An archeologist finds remains of a famous explorer and moves them to a museum. This causes the spirit of the explorer to become restless. He wants his bones properly buried and returns as ghost to seek help from the archeologist's son.,PG
0109402,The Chase,"Jack Hammond is sentenced to life in prison, but manages to escape. To get away from the police he takes a girl as hostage and drives off in her car. The girl happens to be the only daughter of one of the richest men in the state. In a while the car chase is being broadcast live on every TV-channel, covering the event from helicopters, the backseat of a police car, the pavement of the highway etc.28-year old Jackson ""Jack"" Davis Hammond is sentenced to 25 years in prison for armed robbery, although he is innocent, but manages to escape on the way to Mexico. To get away from the police while at a convenience store, he takes a girl as hostage California heiress Natalie Voss, and drives off in her car. The girl happens to be the only daughter of billionaire Dalton Voss, one of the richest men in the state. In a while the car chase is quickly being broadcast live on every TV-channel, covering the event from helicopters, the backseat of a police car, the pavement of the highway etc.Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.",PG-13
0109403,Chasers,"A hapless Navy grunt is assigned SP duty. The catchEddie Devane, a born charmer, has used his term in the USNavy, where he's every man's friend and every girl's darling, to set up a lucrative scam at Uncle Sam's expense, counting on the proceeds to pay for the Porsche of his dreams. On 4 July, his discharge day, he is however assigned for SP duty, escorting prisoner Toni Johnson, with grumpy hard-ass sergeant Rock Reilly. That turns out a grueling job as she is clever and determined to escape, and Eddie soon succumbs to her female charms as in time even Rock may. And more surprises follow...",R
0109412,Naked Killer,"The story of a young flirty feral woman named Kitty who is trained by a martial arts specialist to become a professional assassin. She's subsequently recruited by the real killer, a hit woman who targets rapists at large and practices on drooling sex-mad psychos chained up in the attic. When they finally head out for the real thing, they take out victims in a display of midair somersaults, cracking whips, flying ropes, and flashing guns. This kind of foreplay attracts the lustful attentions of rival assassin Carrie Ng, a lesbian killer ready to abandon her purring sex kitten for the savage Chingmy.After viewing her violent tendencies toward men, hitwoman Sister Cindy recruits Kitty and begins training her in the ways of a professional killer. Kitty soon becomes proficient in her work, taking out several targets that had proved impervious to lesser, male hitmen. Things begin to take a turn, however, when she finds herself falling for Timan, a policeman investigating one of Kitty's recent jobs. Will she be able to resolve her professional life with her private one?A young woman is trained by a martial arts specialist to become a professional assassin.",R
0109415,Children of the Corn III: Urban Harvest,"Two young Gatlin residents are orphaned after the younger brother kills their father. So, the terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents. The younger brother (who by this point is established as the ""evil one"") bought some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bring He Who Walks Behind the Rows to the city. He winds up possessing his high school peers, and soon his older brother feels called to stop him.After a farmer is killed in Gatlin, 2 boys are left orphaned. In Chicago they are welcomed by foster parents. The younger brother (Eli) becomes the fathers favourite and the older brother (Joshua) becomes the mothers favourite. Eli plants a cornfield and the mother wants to get rid of it. Eli gets everyone in school to follow He who walks behind the rows and Joshua tries to stop him!Two brothers connected to the murderous children's cult of Gatlin, Nebraska are taken to Chicago by an adoptive couple.",R
0109417,China Moon,"Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband, Kyle reluctantly agrees to help hide the body, but Kyle's partner is showing an unusual flair for finding clues.",R
0109424,Chungking Express,"Wong Kar-Wai's movie about two love-struck cops is filmed in impressionistic splashes of motion and color. The first half deals with Cop 223, who has broken up with his girlfriend of five years. He purchases a tin of pineapples with an expiration date of May 1 each day for a month. By the end of that time, he feels that he will either be rejoined with his love or that it too will have expired forever. The second half shows Cop 663 dealing with his breakup with his flight attendant girlfriend. He talks to his apartment furnishings until he meets a new girl at a local lunch counter.Two individual stories of lovelorn Hong Kong police officers are told against the backdrop of the bustling but often lonely concrete jungle that is the city, the two stories loosely tied by the same western fast food stall in the Chungking Mansions they routinely frequent. In the first story, He Qiwu, badge number 223, is a plainclothes officer. On April 1, 1994, May, his girlfriend of five years, breaks up with him. He goes through a daily ritual to deal with the news, he hoping the break up is a joke seeing as to the day she tells him. That ritual will end on May 1 - his twenty-fifth birthday - which if she does not return to him by then, he will come to the conclusion that it is not a joke and try to move on without her. The day of his birthday is altered not by May's return, but by his encounter with an Asian woman wearing a trench coat and a blond wig, to who he is instantly attracted, not knowing that she has had a difficult day in her ""job"" as a drug smuggler. In the second story, Officer 663, a beat cop, has routinely ordered a chef salad at the stall for his girlfriend, a flight attendant he met on a flight she was working. After they embarked on a relationship, he thought she would be the one. However, she breaking up with him coincides with a young woman, the owner's cousin, starting her temporary employment at the stall, she who has a penchant for listening to The Mamas and the Papas' ""California Dreamin'"" very loudly. As she and the others working at the stall quietly follow 663 dealing with the break-up, 663 may be too distraught to notice that she might like to take the flight attendant's place in his life, she who is able to insinuate herself in his life in ways he may not fully comprehend. She takes the tact that she does as being in the same position he is with the flight attendant.Two stories, two lovelorn cops, two objects of desireTwo melancholy Hong Kong policemen fall in love",PG-13
0109439,City Slickers II: The Legend of Curly's Gold,"The second part of City Slickers begins after the death of Curly. It is the 40th birthday of Mitch Robbins and the day begins quite good until he returns home (after a hard day at the radio station) and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil (from the first part) and unfortunately with Glen he tries to find the hidden gold of Curly's father in the desert of Arizona instead of attending a meeting in Las Vegas. The adventurous journey reveals many surprises until everything seems to be over when the map gets lost...one year after their first western adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",PG-13
0109442,Class of 1999 II: The Substitute,"In 1999, the future is a violent metropolis where gangs rule the hallways and themes like education and higher learning are a mere memory. Jenna McKensie is a young, sweet high school teacher who witnesses the killing of one of her students by lethal gang member, Sanders. Jenna wants to testify, but Sanders and his group use intimidation and fear as a means to keep Jenna from talking to the authorities, which greatly upsets her boyfriend Emmett who wants to stomp Sanders and his gang out. Though Jenna refuses to be intimidated, she begins to ponder whether or not her actions will improve things at the decaying high school where she works. Enter John Bolen, a stone faced substitute teacher who is not predisposed with putting up with crap like his fellow faculty members are. John is definitely a teacher who believes in discipline...extremely strict discipline. When students are out of line to the point where the principal can't control them, John takes it upon himself to show student's the meaning of the term ""Out of School Suspension"". Jenna takes a liking to the silent, stoic substitute and feels she has found a comrade who is willing to listen to her problems. When Sanders and his gang attempt to do harm to Jenna, John shows up in the nick of time and defends her. Seeing that Sanders and his crew have no respect for authority or the faculty, John decides that it's time to take matters into his own hands to deal with these 'problem students'. As the bodies start piling up, Emmett and the local sheriff learn that an ex-C.I.A. operative named Gordon Ash is in town and is tailing John. It turns out that John isn't an ordinary teacher after allIn the original movie, the cyborg-teachers were all destroyed. Well that's what we thought, but there's one more rogue military robot out there determined to clean up the education system.The destructive cyborg teachers created by Doctor Bob Forrest were thought to have been destroyed, but one has slipped through the cracks. Now the last, calling himself John Bolen, must be stopped before he spreads his path of destruction and mass killings to other high schools.",R
0109443,Clean Slate,Pogue is a private eye with a problemA private eye who suffers total amnesia every 24h is deeply entangled in a complicated murder/theft case.,PG-13
0109444,Clear and Present Danger,"Jack Ryan is back and this time the bad guys are in his own government. When Admiral James Greer becomes sick with cancer, Ryan is appointed acting CIA Deputy Director of Intelligence. Almost before he can draw a breath in his new position, one of the president's closest friends and his family are murdered in their sleep by what appears to by drug cartels. Ryan is called in to investigate, but unknown to him the CIA has already sent a secret field operative to lead an illegal paramilitary force in Colombia against cartels. Things get even more complicated when his team is set up and he loses an agent in the field and a friend of his wife's, who was the murdered agent's secretary, is murdered that same day. Ryan must then risk not only his career, but his life to expose the truth behind the mystery.Jack Ryan, a CIA analyst, is thrust right in the middle of a power struggle within the Colombian drug cartel after one of the President's ""life long"" friends is murdered, apparently in retaliation for stealing money as part of a money laundering scheme for the cartel. Jack is then appointed acting Deputy Director of Intelligence, CIA, upon the terminal illness of Admiral James Greer, former DDI, and quickly gets in over his head due to his political naivete. The situation rapidly deteriorates when some of the presidents men convince the President to conduct covert actions against the cartel, in direct violation of congress. Felix Cortez, the security chief of Ernesto Escobeda, the ""victim"" of the missing money, is one of the cartel boss's. Cortez tries to play both sides, appearing to inform Escobeda about the CIA's involvement in the covert operations against him, while trying to orchestrate a coup to take over the cartel, with Cortez as it's sole boss. James Cutter, the President's National Security Advisor, makes his own deal with Cortez, with the Presidents knowledge, and halts communications to the covert troops still in Colombia, through the Deputy Director of Operations, CIA, Robert Ritter. Ryan ends up going to Colombia to rescue the covet ops troops with the help of field agent John Clark, but not before some fence mending between the two, being that Ritter blamed Ryan for the comm outage, with Clark's men subsequently being captured by Cortez's mercenaries.When an American businessman who is a good friend of the President's is killed along with his entire family, the killings appear to be the work of a Colombian Drug Cartel. Upon hearing this, the President tells his National Security Adviser -- James Cutter-- that he wants him to start a Black Op against the Colombians. At the same time the President orders every agency to find out why his friend was killed. CIA Deputy Director James Greer, whom the President has asked for help as well, is in poor health, so he asks his protege -- Jack Ryan-- to fill in for him. Jack finds himself working with Robert Ritter (whom Greer has told him him not to trust)and Ritter is the very person Cutter has asked to handle the operation. Jack eventually finds out that the dead businessman may have been involved with the Colombians and may have been embezzling from them. When Ritter puts the plan into operation, the Colombians are wondering who is after them. So, the Cartel's intelligence man ""Felix Cortez"" tries to find out, while he is--at the same time-- plotting to assassinate Ernesto Escobedo (the head of the cartel) and take over the entire operation. When a CIA secretary, who had been seen with Cortez in D.C.turns up dead, Ryan becomes convinced that there is a three-way conspiracy afoot which might extend all the way to the White House.CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.",PG-13
0109445,Clerks,"Dante Hicks is not having a good day. He works as a clerk in a small convenience store and is told to come into work on his day off. Dante thinks life is a series of down endings and this day is proving to no different. He reads in the newspaper that his ex-girlfriend Caitlin is getting married. His present girlfriend reveals to have somewhat more experience with sex that he ever imagined. His principal concerns are the hockey game he has that afternoon and the wake for a friend who died. His buddy Randal Graves works as a clerk in the video store next and he hates his job just about as much as Dante hates his.Dante Hicks is a clerk at a local convenience store in New Jersey. On one particular Saturday morning, he gets called in on his day off. Once there, he must deal with multiple problems. The shutters outside won't open. His ex-girlfriend, whom he is still in love with, is getting married. His girlfriend, who bugs him about starting college, has revealed certain, uh...stuff about her past. His boss hasn't come in to take his place. He has a hockey game at 2 o'clock. Another ex has died, and today's the last day he can go to her wake. He must deal with customers that aren't so intelligent. His friend, Randal, a clerk at the video store next door, is even less dedicated to his job than Dante, and is always bothering Dante's customers. And the biggest problem of them allIts just another day for Dante Hicks, until his boss calls him into work at the Quickstop on his day off. With a hockey game at 2, and his girlfriend still hacking him about going to back to school. Dante begins to get into a bigger frenzy when he learns his ex-girlfriend, Caitlin, is getting married. With his always late accomplice Randall strolling in to work at the video store, Dante is left with no choice but to bend the rules a little with work, customers, and most of all his love life. Can he get away with it all?Dante has had a crummy job at an small convenience store since graduating from high school three years ago. While still enamored of his high school sweetheart Caitlin, he now has a serious relationship with long-suffering Veronica, who wants him to quit his job and begin college. His best friend Randall, who runs the next-door video store, is even less dedicated to his job than Dante. The movie covers one eventful day at the job.The movie describes a day in the life of two clerks in New jersey. Dante Hicks called to work in his day off, and his daily problems startsA day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",R
