id,title,plot,mpaa
0483577,The Night Buffalo,A schizophrenic man commits suicide after his girlfriend cheats on him with his best friend.,NC-17
0108565,Wide Sargasso Sea,"A young female landowner in 1840s Jamaica marries a just-arrived Englishman to avoid losing her property. All seems to be perfect, love arises, and happiness is on the way, but she is hiding an old secret regarding her childhood and her mother. Slowly, this secret begins to erode this perfect relationship and, perhaps, her mother's story will begin again...with her.",R
0119276,Hell's Belles,"It's near the 21st century, and the Devil wants to com out and play. He's been stuck with the same women in Hell for thousands of years and he's bored! He's ready for some mortal babes. There's only one problem, 5 ""Special"" women must be sacrificed before he can get to the real world.",NC-17
0097158,Dark Obsession,"Hugo, heir to a fortune, is married to Ginny. They have a young son, and she seems devoted to Hugo, but jealousy wracks himA group of young British guardsmen have to cover up a hit and run incident that occurred at the end of a night of drunken revelry.",R
1549589,Elles,"Anne (Juliette Binoche), a well-off, Paris-based mother of two and investigative journalist for ELLE, is writing an article about student prostitution. Her meetings with two fiercely independent young women, Alicja (Joanna Kulig) and Charlotte (Anais Demoustier), are profound and unsettling, moving her to question her most intimate convictions about money, family and sex.In Paris, Elle Magazine's journalist Anne is assigned to write a four-page article about prostitution. Anne is a middle class mother and housewife that lives a routine life in a comfortable apartment with her husband Patrick and her two sons, the teenager Florent and the boy Stéphane. Anne contacts the college students and call-girls Charlotte ""Lola"" and Alicja and she interviews them. They tell details of their sexual experience with their clients, most of them married and aged enough to be their fathers, who are seeking kinky sex that they do not do with their wives. In the beginning, Anne is shocked with the humiliations and perversions that the girls are submitted to keep their lifestyles. But soon she realizes how tedious her life is and she fantasizes sexual encounters with their clients. Further, she changes her opinion and attitude towards the girls that have good time in their lives with their independence. But in the end, she wears the society mask and returns to her routine life with her family.On her latest assignment, a journalist for Elle immerses herself in a prostitution ring run by university students.",NC-17
0112708,Comfortably Numb,"William is a young man who is soon to be a successful prosecutor falls into a dark trap of sex and late night parties, where he falls head over heels in love with Meadow, but this love affair causes him to throw away his hopes and dreams. Can Meadow help him escape before it's too late?",NC-17
0071502,Arabian Nights,"In this film inspired by the ancient erotic and mysterious tales of Mid-West Asia, the main story concerns an innocent young man who comes to fall in love with a slave who selected him as her master. After his foolish error causes their separation, he travels in search of her. Various other travelers who recount their own tragic and romantic experiences include stories of a young man who becomes enraptured by a mysterious woman on his wedding day, and a man who is determined to free a woman from a demon.",NC-17
0275491,Bad Education,"In the early 60s, two boys - Ignacio and Enrique - discover love, movies and fear in a Christian school. Father Manolo, the school principal and Literature teacher, both witnesses and takes part in these discoveries. The three characters come against one another twice again, in the late 70s and in 1980. These meetings are set to change the life and death of some of them.In 1980 Madrid, Ignacio Rodriguez lands on the doorstep of his childhood friend, Enrique Goded, a man he has not seen in sixteen years since the day Enrique was expelled from school. Enrique is now a famous filmmaker, Ignacio an aspiring actor with the stage name Angel Andrade. Angel, who as a child loved writing, has a semi-autobiographical manuscript in hand, which he hopes, unspoken, that Enrique will turn into a screenplay and cast him in one of the major roles. The manuscript primarily tells the story of their friendship at St. John's catholic school, which included their first sexual experience with each other; Ignacio's relationship with Father Manolo, the principal and literature teacher of the school; and Ignacio's fantasy encounter with Father Manolo as an adult. In meeting Angel, Enrique sees a man different than what he imagined Ignacio to be, almost unrecognizable. Father Manolo may be able to shed some light on the difference that Enrique notices.An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.",R
0093412,Law of Desire,"Pablo and Tina have complicated sexual lives. Pablo writes and directs plays and films; he's gay and deeply in love with Juan, a young man who won't reply to Pablo's affection or letters. Pablo's sibling Tina is a transsexual, angry at men, raising Ada, and trying to make it as an actress. Pablo takes up with Antonio, a youth who becomes jealous of Pablo's love for Juan. Antonio seeks out Juan, and violence leads to Pablo's grief and a temporary loss of memory. When memory returns, he learns that Antonio has taken up with Tina. In horror, he hurries to Tina's rescue and must face Antonio and his desire.A film maker's sexual disorientation jeopardizes his latest project.",NC-17
0101026,Tie Me Up! Tie Me Down!,"Ricky is released from a mental hospital, and knows exactly what he wants to do. He hunts down Marina, a porn film star he once had sex with, and tries to convince her to be his wife. She is a bit reluctant, so he ties her up. Will this approach endear him to her?Just released from residential psychiatry, where he became an all-round handyman, gentle orphan Ricky pursues his sole pathological obsession. Penniless, hence without a chance to court her, he kidnaps porn actress Marina from the set of crippled director Maximo's last movie. At first she hates her abductor. Once she realizes he risks and bares everything for her, she gets feeling for him to. But won't she still escape and return to her family and career?An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.",NC-17
0067647,The Canterbury Tales,"Pasolini's artistic, sometimes violent, always vividly cinematic retelling of some of Chaucer's most erotic tales.",NC-17
1726669,Killer Joe,"Finding himself in considerable debt, Chris, a Texan drug dealer, decides the only solution is to murder his mother to collect the insurance money. Getting together with his father, the ex-husband of Chris' mother, they decide to hire Joe Cooper (a contract killer) who also happens to be a police detective. The plan is that the money will go to Chris' sister Dottie. However due to the size of the contract fee, Chris agrees that Joe can take Dottie as a retainer until the insurance comes through.Chris Smith (played by Emile Hirsch) is in a bind. He owes a loan-shark a fair bit of money, and the man has threatened to kill him if he does not produce the money within a few days. He does not have the money. He strikes upon a get-rich-quick planWhen a debt puts a young man's life in danger, he turns to putting a hit out on his evil mother in order to collect the insurance.",NC-17
0073172,Inserts,"A once-great silent film director, unable to make the transition to the new talkies, lives as a near-hermit in his Hollywood home, making cheap, silent sex films, and suffering in the knowledge of his sexual impotence, and apathetic about the plans to demolish his home to make way for a motorway. His producer and his producer's girlfriend come by to see how he is doing (and to supply heroin to the actress as her payment). The girlfriend stays to watch them filming, and is deeply impressed by his methods. When the actress goes to the bathroom, and dies there of an overdose, the girlfriend takes her place in the film. Then the producer returns...A young, once-great Hollywood film director refuses to accept changing times during the early 1930s, and confines himself to his decaying mansion to make silent porn flicks.",NC-17
1217426,Easier with Practice,"In an effort to promote his unpublished novel, Davy Mitchell sets out on a road trip with his younger brother. However, the idealism of being on the road wears off and it quickly proves to be a lonely and unfulfilling experience for Davy. One night in a motel room he gets a random phone call from a mysterious woman named Nicole. They start a funny and intimate long distance relationship that leaves Davy happier than he has been in years. Hoping there is more to the relationship then a voice and a phone bill, Davy decides he wants to meet Nicole. Ultimately, he will have to face not only the truth about their relationship but also about himself.",NC-17
0097365,Flesh Gordon Meets the Cosmic Cheerleaders,"Space-faring hero and galactically-renowned stud Flesh Gordon is kidnapped by a group of space cheerleaders hoping to use him to save their planet. A being simply known as Evil Presence has been rendering the men of their world impotent, and the women are desperate for some form of relief. Flesh's girlfriend Ardor, meanwhile, is following behind to try to keep him out of trouble, but soon finds herself kidnapped by Evil Presence's henchman who has plans of his own. Can Flesh get the men of this planet standing tall once again?",NC-17
0262826,Thomas in Love,"Thomas is a young agoraphobic man; he's afraid of coming to any kind of contact with other people, so he lives totally isolated in his apartment. The story takes place in the near future where everything can be done through computers, so Thomas hasn't left his apartment for eight straight years. However, although his life seems complete, he misses human contact, so his psychoanalyst consults him to meet a woman through some on-line service. Is it possible for Thomas to fall in love with a woman? And if so, is he going to get out of his apartment for that woman?In an undefined future having big insurance corporations, Thomas is a thirty-three years old retired man having agoraphobia for eight years. He uses cyber-sex for sexual self-satisfaction and never leaves his place or receives any visit. His apartment has a type of air-lock or ante-room, where he receives his deliveries. Thomas has psychological treatment with his psychiatrist through the video. One day, he knows the therapeutic prostitute Eva, and falls in love with her.",NC-17
0103253,Whore,"The prostitute Liz works on the streets of Los Angeles. She recalls her life in flashback, when she marries an alcoholic man. She leaves him with their son. Then she works as waitress in a diner until the day a man introduces her to prostitution. Later she is raped by at least five men and the pimp Blake ""protects"" her. Liz tries to escape from Blake and befriends the prostitute Katie; however Blake chases her. On the streets, she befriends the homeless Rasta (Antonio Fargas) that helps her when she needs.This choppy melodrama investigates the life of a prostitute in a pseudo-documentary style. The bottom line of the film is that a life of a hooker isn't easy...",R
0097573,In the Cold of the Night,"Scott is a fashion photographer concerned about the sudden appearance of nightmares in his nightly dreams. In these, he seems to be involved in the murder of a beautiful young woman. When he actually meets this dreamwoman in reality, he begins to suspect that something strange must be responsible. As he attempts to solve the enigma of his troubling dreams, he is falling deeply in love with the mysterious woman. In the end, he uncovers a diabolical and sinister plot....",NC-17
0070130,La Grande Bouffe,"Four middle-aged friends and members of the professional bourgeoisie, Ugo, a chef and restaurant owner, Marcello, an incorrigible womanizer and Alitalia pilot, Michel, a delicate television producer, and Philippe, a venerable magistrate, gather for a debaucherous weekend at the latter's Parisian villa. There, as the four men prepare for a Romanesque feast, truckloads of fine food and wine arrive, accompanied by three elegant and lithe prostitutes. Without a doubt, the rapacious and degraded hedonists are determined to eat themselves to death, one elaborate morsel after another, nevertheless, for what reason?Four successful middle-aged men Marcello, a pilot; Michel, a television executive; Ugo, a chef; and, Philippe, a judge go to Philippe's villa to eat themselves to death. After the first night, Marcello insists that women should join them. Three prostitutes make it through a day or two; Andrea, a local school teacher, stays to the end. The villa, the food, and a Bugati roadster are essential props.A group of men go to a villa in the French countryside where they resolve to eat themselves to death.",NC-17
0073115,The Story of O,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion. Rene discharges a personal debt by transferring possession of O to his step-brother, Sir Stephen...Rene takes his lover, the photographer O, to a manor in the isolated area of Roissy to be submitted to humiliations, bondage and sexual perversions to prove that she belongs to him. O spends several days being sexually abused by several men and whipped until she is ready to return to Rene. Then he shares O with his older step-brother Sir Stephen until Rene finally gives O to him. Meanwhile O and Sir Stephen fall in love with each other.",NC-17
2380564,Swearnet: The Movie,"Fed up with being censored in their post-Trailer Park Boys lives, the out of work stars/world-renowned 'swearists', Mike Smith, Robb Wells and John Paul Tremblay decide to start their own uncensored network on the internet.",NC-17
0176185,The Story of O: Untold Pleasures,"""O"" is a talented photographer in her late twenties with a promising career ahead of her. She is torn, however, between the tasks financial realities are forcing upon her and between her own artistic aims. Encouraged by her boyfriend, Rene, ""O"" decides that she should pursue her artistic passion without reservation, setting aside financial realities until she has completed her very beautiful, avant-garde book of original photos. In hopes of enabling ""O"" to focus her energies on the book, Rene introduces her to a mysterious benefactor, the wealthy and powerful Sir Stephen. What starts out as a promising arrangement, turns out to be self-destructive for ""O"". She allows outside influences to corrupt her artistic vision, as she is drawn into a seductive world of deceit, power, and eroticism.",NC-17
0309987,The Dreamers,"Paris, spring 1968. While most students take the lead in the May 'revolution', a French poet's twin son Theo and daughter Isabelle enjoy the good life in his grand Paris home. As film buffs they meet and 'adopt' modest, conservatively educated Californian student Matthew. With their parents away for a month, they drag him into an orgy of indulgence of all senses, losing all of his and the last of their innocence. A sexual threesome shakes their rapport, yet only the outside reality will break it up.The tumultuous political landscape of Paris in 1968 serves as the backdrop for a tale about three young cineastes who are drawn together through their passion for film. Matthew, an American exchange student, pursuing his education abroad in Paris, becomes friends with a French brother and sister duo, named Theo and Isabelle, who share a common love of the cinema. While the May 1968 Paris student riots--which eventually shut down most of the French government--are happening around them, the three friends develop a relationship unlike anything Matthew has ever experienced, or will ever encounter again.A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.",R
0066494,Tropic of Cancer,"Henry is an ex-pat in Paris, cadging drinks and meals and places to sleep, giving advice about women to clueless men, flirting with the wives of acquaintances, burning bridges, and making philosophical observations. In vignettes we see his wife Mona come to Paris and leave immediately when she tastes Henry's vagabond life; he tries teaching English at a school in Dijon, takes the son of a wealthy Indian to a bordello, gets a job as a proofreader at the Herald Tribune, and helps out a pal who's in and out of an asylum and deeply in love with a whore. Can Henry make his own discovery of ecstasy?The film depicts the adventures of expatriate American writer Henry Miller and his friends, as they pursue art, money, food, and sex in Paris.",NC-17
0096082,The Shadowed Mind,"Stephanie, arrives as a patient at a private clinic for sufferers of sexual dysfunction run by Dr Hildesheimer. Stephanie's fellow patients all have their own issues including inhibition, neurosis, fixation, delusions etc. Stephanie begins a tentative affair with one of the other patients while a killer stalks the institution.",NC-17
0105622,Tokyo Decadence,"A submissive hooker goes about her trade, suffering abuse at the hands of Japanese salarymen and Yakuza types. She's unhappy about her work, and is apparently trying to find some sort of appeasement for the fact that her lover has married.In Tokyo, the hooker Ai works in an escort agency specialized in perversions and kinky sex. Ai is submissive to her clients and accepts to be humiliated, to perform sadomasochism and bondage and threesome. However she is unhappy with her life for some reason.",NC-17
0114436,Showgirls,"Nomi Malone, a mysterious young girl with the ambition to dance embarks on a journey to Las Vegas to become a showgirl in a high-class hotel show. There she meets Molly, a seamstress at the Stardust Hotel and the two quickly become good friends. She gets a job as a lap dancer at the seedy Cheetah Club but after a chance meeting with Cristal Connors, the star of Goddess, the current show at the hotel where Molly works, Nomi manages to secure an audition for a spot on the chorus line.However she soon realises that fame comes with a price as her friendships, her morals and her soul are put to the test as she works her way up the ladder and eventually becomes the star of the show, stealing Cristal's part. She begins to wonder if all of her work was for nothing and if she can reclaim her life back before it is too late.All alone in the world, Nomi Malone, making her way to Las Vegas, is determined to make a name as a dancer while putting her unspoken past behind her. Her tough, streetwise veneer is not as infallible as she would like, she, as she arrives in Vegas, becoming more cautious in the way she approaches strangers who seem willing to help her purely out of the goodness of their heart. Her talent and connections in combination are only able to get her a job at the Cheetah Club, a strip joint. Her first true friend in Vegas, Molly Abrams, works as the costumer for Goddess, the topless production at the Stardust. It is through Molly that Nomi catches the eye of Goddess' headliner, Cristal Connors. Nomi has a love/hate feeling toward CristalVegas, baby. Where the dreams and desires to make it big are as sharp as a stiletto heel. Enter Nomi, a girl with the looks and drive to devour the glitz and glamour whole. When she catches the eye of Cristal, the main attraction at the Stardust stage show, Nomi is on the brink of realizing her dreams. But as she quickly and bumps and grinds her way to the top, Nomi realizes that there is only room for one starlet on the marquee... and that either she or Cristal will have to take a fall!Nomi Malone travel to Las Vages to become an exotic dancer- a showgirl. She is doing very well at the beginning, and striding step by step towards the top of the stripper's clubs in Las Vegas. But when she meets a new lead showgirl, named Cristal Conners and they have to work and show together, the competition between those two best showgirls begin. Enthralled by the glamorous life of Las Vegas, Nomi Malone is prepared to do everything to be the leading showgirl, also if some very dirty steps must be taken from her side.Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",R
0370986,Mysterious Skin,"Brian Lackey is determined to discover what happened during an amnesia blackout when he was eight years old, and then later woke with a bloody nose. He believes he was abducted by aliens, and N. McCormick, a fellow player on Brian's childhood baseball team, may be the key as to exactly what happened that night. As Brian searches for the truth and tries to track him down, Neil McCormick takes up hustling and moves to New York, in attempts to forget childhood memories that haunt him. Together, the two of them uncover the terrible truth of the scars they share.A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",NC-17
0074102,In the Realm of the Senses,"Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.A passionate telling of the story of Sada Abe, a woman whose affair with her master led to a sexual obsession which then came to a violent end.",NC-17
1273235,A Serbian Film,"In Serbia, the retired porn star Milos is married with his beloved wife Marija and they have a little son, Peter, that is their pride and joy. The family is facing financial difficulties, but out of the blue, Milos is contacted by the porn actress Lejla that offers him a job opportunity in an art film. Milos is introduced to the director Vukmir that offers a millionaire contract to Milos to act in a film. However, Vukmir neither show the screenplay nor tell the story to Milos. Milos discuss the proposal with Marija and he signs the contract. But sooner he finds that Vukmir and his crew are involved in sick snuff films of pedophilia, necrophilia and torture and there is no way back to him and maybe it is too late to protect his family.An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.",NC-17
0113540,Kids,"Disturbing, dark, low-budget independent film about teen-agers in New York City. The story focuses on Telly (Leo Fitzpatrick), a teen who has a goal to de-flower as many virgins as he can. When one of his old encounters discovers that she is H.I.V.-positive, after only one encounter with a guy, Telly remains undaunted.Kids follows a group young, unsupervised, not mature, but all-too-grown-up kids in New York. One girl has just been diagnosed with HIV and is trying to notify the boy who gave it to her, who is on a quest to sexually prey upon innocent girls. The film follows these characters and their friends through the day, hanging out, playing, carousing, and going to parties. Each scene is intriguing and disturbing -- conveying an urban reality that includes drugs, sex, guns, and disease; and yet never letting you forget these are *kids*, some of them barely in puberty.A controversial portrayal of teens in New York City which exposes a world which is deeply disturbing. The film focuses on a freckled boy Telly (Leo Fitzpatrick), whose idea of safe sex is to have sex with only virgins. But one girl from one of his past unprotected passion test positive for HIV, and soon finds him making love yet to another unsuspecting girlA disturbing portrayal of teenage life, AIDS, and the Kids of New York City. Controversial in its content, the film exposes the grim reality of a group of skate-boarders in the space of 24 hours. Primarily the story consists of Telly (Leo Fitzpatrick) a 17 year old slacker whose mission is to de-flower as many young girls as possible, whilst unprotected. Things turn bad when an old flame finds out she has tested positive for HIV and the only person she has had sex with is Telly. She chases through New York to find him but is too late as he has already de-flowered yet another innocent pre-teen.The movie Kids is a view of a city kids world. You watch Telly, a unsupervised teen in the streets of New York taking advantage of innocent young girls not knowing he has HIV but one of the girls he slept with a year before does. In knowing this she runs the streets looking for him while he plans to deflower another young girl. And in the midst of all this, you see kids as young as 10 or 11 using drugs and alcohol with some of the older kids. Kids is basically a movie that warns you what the hell could be happening to your very own child.A day in the life of a group of teens as they travel around New York City skating, drinking, smoking, and deflowering virgins.",NC-17
1692190,El Narco,"Benjamin Garcia, Benny, is deported from the United States. Back home and against a bleak picture, Benny gets involved in the narco business, in which has for the first time in his life, an spectacular rise surrounded by money, women, violence and fun. But very soon he discovers that criminal life does not always keep its promises. An epic black comedy about the world of Mafia and organized crime, Hell helps us to understand what everybody is asking",NC-17
0103905,Man Bites Dog,"A camera crew follows a serial killer/thief around as he exercises his craft. He expounds on art, music, nature, society, and life as he offs mailmen, pensioners, and random people. Slowly he begins involving the camera crew in his activities, and they begin wondering if what they're doing is such a good idea, particularly when the killer kills a rival and the rival's brother sends a threatening letter.A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.",NC-17
0217107,Trois,"Jermaine, a young struggling Atlanta lawyer, decides to spruce up his marriage with Jasmine, who's mentally recovering from an abusive previous relationship, by hiring Jade, a bisexual stripper/prostitute fighting a custody battle with her ex-husband for their four-year-old son, for a threesome menage-a-trois get together only to have all three of them suffer the after-affects when Jermaine begins acting possessive towards Jasmine and Jade which leads to Jade (or someone) stalking him and disrupting his private and professional life.",NC-17
0074084,1900,"Set in Italy, the film follows the lives and interactions of two boys/men, one born a bastard of peasant stock (Depardieu), the other born to a land owner (de Niro). The drama spans from 1900 to about 1945, and focuses mainly on the rise of Fascism and the peasants' eventual reaction by supporting Communism, and how these events shape the destinies of the two main characters.Epic, episodic movie following the lives of two Italian men, a poor peasant and a wealthy landowner, spanning over 40 years detailing their personal conflicts with each other as friends, then enemies, and friends again amid the social upheaval in Italy during the first years of the 20th century.Rural Italy, early 1900s. Two boys, Alfredo and Olmo, are born on the same day - one to the owner of a large estate, the other to one of his labourers. There is a massive divide between the classes in Italy, to the point of antagonism. Despite this, and despite some disagreements along the way, Alfredo and Olmo become best friends. We see them grow up, go to WW1 and their adult lives. Eventually their different upbringings and social standings come back to haunt them, as Italy is plunged into class war - the Socialists (workers) vs the Fascists (supported by the middle- and upper-class). Alfredo and Olmo find themselves on opposite sides.The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides.",R
0072933,Emmanuelle II,"Emmanuelle returns to her husband in Hong Kong and proceeds to have several extramarital affairs -- with his knowledge, of course. Her husband's lover and American guest are both very puzzled by their openness.",NC-17
0097108,"The Cook, the Thief, His Wife & Her Lover","The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture and cannibalism are the exotic fare in this beautifully filmed but brutally uncompromising modern fable which has been interpreted as an allegory for Thatcherism.The cruel and sadistic crime boss Albert Spica has dinner every night in his restaurant with his wife Georgina Spica and his gang. Albert abuses his wife, his gangsters, the chef Richard Borst and the restaurant employees. When Georgina meets the gentle bookseller Michael in the restaurant, they have a torrid affair in the restroom and in the store, and they are covered by Richard. However the prostitute Pat discloses to Albert that he has been betrayed by Georgina and Albert kills Michael. However Georgina plots revenge against Albert with the support of Richard and the victims of Albert.The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.",R
